tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	9709	0	live	HERPUD1	HERP, Mif1, SUP	homocysteine inducible ER protein with ubiquitin like domain 1	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein|MMS-inducible|homocysteine-inducible endoplasmic reticulum stress-inducible ubiquitin-like domain member 1 protein|homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1|methyl methanesulfonate (MMF)-inducible fragment protein 1	16q13	16	NC_000016.10	56932142	56944864	plus	8	608070	
9606	Homo sapiens	5816	0	live	PVALB	D22S749	parvalbumin	parvalbumin alpha	22q12.3	22	NC_000022.11	36800703	36819499	minus	5	168890	
10090	Mus musculus	65114	0	live	Vps35	Mem3	VPS35 retromer complex component	vacuolar protein sorting-associated protein 35|maternal embryonic message 3|vesicle protein sorting 35	8 41.61 cM	8	NC_000074.7	85987014	86026146	minus	17		
9606	Homo sapiens	116442	0	live	RAB39B	BGMR, MRX72, WSMN, WSN, XLID72	RAB39B, member RAS oncogene family	ras-related protein Rab-39B|Waisman syndrome	Xq28	X	NC_000023.11	155258235	155264491	minus	2	300774	
9606	Homo sapiens	6014	0	live	RIT2	RIBA, RIN, ROC2	Ras like without CAAX 2	GTP-binding protein Rit2|GTP-binding protein Roc2|Ric-like, expressed in neurons|ras-like protein expressed in neurons|ras-like without CAAX protein 2	18q12.3	18	NC_000018.10	42743227	43115685	minus	6	609592	
9606	Homo sapiens	23358	0	live	USP24		ubiquitin specific peptidase 24	ubiquitin carboxyl-terminal hydrolase 24|deubiquitinating enzyme 24|ubiquitin specific protease 24|ubiquitin thioesterase 24|ubiquitin thiolesterase 24|ubiquitin-specific processing protease 24	1p32.3	1	NC_000001.11	55066359	55215364	minus	71	610569	
9606	Homo sapiens	26020	0	live	LRP10	LRP-10, LRP9, MST087, MSTP087	LDL receptor related protein 10	low-density lipoprotein receptor-related protein 10	14q11.2	14	NC_000014.9	22871740	22881713	plus	7	609921	
9606	Homo sapiens	7008	0	live	TEF		TEF transcription factor, PAR bZIP family member	thyrotroph embryonic factor|TEF, PAR bZIP transcription factor|thyrotrophic embryonic factor	22q13.2	22	NC_000022.11	41367455	41399326	plus	5	188595	
9606	Homo sapiens	55230	0	live	USP40		ubiquitin specific peptidase 40	ubiquitin carboxyl-terminal hydrolase 40|deubiquitinating enzyme 40|ubiquitin specific protease 40|ubiquitin thioesterase 40|ubiquitin thiolesterase 40|ubiquitin-specific-processing protease 40	2q37.1	2	NC_000002.12	233475526	233566782	minus	44	610570	
9606	Homo sapiens	7157	0	live	TP53	BCC7, BMFS5, LFS1, P53, TRP53	tumor protein p53	cellular tumor antigen p53|antigen NY-CO-13|mutant tumor protein 53|phosphoprotein p53|transformation-related protein 53|tumor protein 53|tumor supressor p53	17p13.1	17	NC_000017.11	7668421	7687490	minus	13	191170	
9606	Homo sapiens	3569	0	live	IL6	BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6	interleukin 6	interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2	7p15.3	7	NC_000007.14	22727200	22731998	plus	5	147620	
9606	Homo sapiens	1636	0	live	ACE	ACE1, CD143, DCP, DCP1	angiotensin I converting enzyme	angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P	17q23.3	17	NC_000017.11	63477061	63498373	plus	26	106180	
9606	Homo sapiens	4318	0	live	MMP9	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9	matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361	
9606	Homo sapiens	4790	0	live	NFKB1	CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB	nuclear factor kappa B subunit 1	nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4q24	4	NC_000004.12	102501359	102617302	plus	27	164011	
9606	Homo sapiens	3553	0	live	IL1B	IL-1, IL1-BETA, IL1F2, IL1beta	interleukin 1 beta	interleukin-1 beta|IL-1 beta|catabolin|interleukin 1beta|preinterleukin 1 beta|pro-interleukin-1-beta	2q14.1	2	NC_000002.12	112829751	112836779	minus	8	147720	
9606	Homo sapiens	3123	0	live	HLA-DRB1	DRB1, HLA-DR1B, HLA-DRB, SS1	major histocompatibility complex, class II, DR beta 1	major histocompatibility complex, class II, DR beta 1 precursor|HLA class II histocompatibility antigen, DR-1 beta chain|MHC class II HLA-DR beta 1 chain|human leucocyte antigen DRB1|lymphocyte antigen DRB1	6p21.32	6	NC_000006.12	32578775	32589848	minus	6	142857	
9606	Homo sapiens	5743	0	live	PTGS2	COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2	prostaglandin-endoperoxide synthase 2	prostaglandin G/H synthase 2|PGH synthase 2|PHS II|cyclooxygenase 2|cyclooxygenase 2b|prostaglandin H2 synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1q31.1	1	NC_000001.11	186671791	186680423	minus	10	600262	
10090	Mus musculus	21926	0	live	Tnf	DIF, TNF-a, TNF-alpha, TNFSF2, TNFalphaa, Tnfsf1a, Tnlg1f, Tnf	tumor necrosis factor	tumor necrosis factor|cachectin|tumor necrosis factor ligand 1f|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha	17 18.59 cM	17	NC_000083.7	35418343	35420983	minus	4		
48849	Passer domesticus	135285317	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_087495.1	3942541	3949866	minus	7		
7938	Anguilla rostrata	135238400	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		13	NC_057945.1	17434509	17439377	plus	6		
8090	Oryzias latipes	100049299	0	live	park7	dj-1	parkinson protein 7	Parkinson disease protein 7 homolog|protein/nucleic acid deglycase DJ-1|Parkinsonism associated deglycase		5	NC_019863.2	8949709	8962041	plus	6		
9940	Ovis aries	101119489	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		12	NC_056065.1	44760111	44777054	minus	7		
8187	Lates calcarifer	108899924	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog|Parkinsonism associated deglycase		LG20	NC_066852.1	2338885	2344054	plus	6		
7868	Callorhinchus milii	103181420	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog|Parkinsonism associated deglycase|protein DJ-1-like protein		Un	NW_024704765.1	4561941	4568731	minus	6		
90069	Solea solea	131460687	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		6	NC_081139.1	5203355	5209257	plus	6		
8010	Esox lucius	105017254	0	live	park7	DJ-1	parkinson protein 7	Parkinson disease protein 7 homolog|Parkinsonism associated deglycase		17	NC_047585.1	24249436	24257715	minus	6		
229290	Anoplopoma fimbria	129106044	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		17	NC_072465.1	18474131	18479408	plus	6		
8236	Thunnus albacares	122981532	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		4	NC_058109.1	16444034	16449447	minus	6		
7888	Protopterus annectens	122789192	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		14.part0	NC_056748.1	716456522	716716193	plus	6		
34816	Morone saxatilis	118328582	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		Un	NW_023339740.1	17760504	17766186	plus	6		
52904	Scophthalmus maximus	118309798	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		6	NC_061520.1	10439493	10444822	minus	6		
31138	Trachemys scripta elegans	117868008	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		19	NC_048316.1	221879	234926	minus	7		
30732	Oryzias melastigma	112145430	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog|Parkinsonism associated deglycase		LG5	NC_050516.1	27921914	27930641	minus	6		
8038	Salvelinus fontinalis	129849734	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		3	NC_074667.1	43553640	43560656	plus	6		
59861	Coregonus clupeaformis	121575954	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		10	NC_059201.1	22217915	22222028	plus	6		
8022	Oncorhynchus mykiss	110494422	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		17	NC_048581.1	66559477	66566440	plus	6		
7994	Astyanax mexicanus	103030353	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog|Parkinsonism associated deglycase		24	NC_064431.1	4255028	4264982	minus	6		
495146	Pseudophryne corroboree	134966653	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		10	NC_086453.1	326665629	326679656	minus	6		
56733	Eleginops maclovinus	134882189	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		20	NC_086368.1	18936962	18941585	plus	6		
158779	Pelmatolapia mariae	134627075	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		LG5	NC_086231.1	17631553	17639458	plus	6		
191477	Pelobates fuscus	134577999	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		11	NC_086327.1	98372749	98383397	plus	6		
1192867	Chroicocephalus ridibundus	134523976	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		16	NC_086299.1	2050430	2058951	minus	7		
184585	Engraulis encrasicolus	134462617	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		14	NC_085870.1	39811105	39835522	minus	6		
1914991	Melospiza melodia melodia	134429792	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		26	NC_086219.1	4013180	4020665	plus	7		
159646	Elgaria multicarinata webbii	134411653	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		20	NC_086190.1	1020042	1029398	minus	7		
723540	Mobula hypostoma	134337752	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		25	NC_086121.1	18200911	18218440	minus	6		
2290929	Trichomycterus rosablanca	134301693	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		24	NC_086011.1	4462393	4466558	minus	6		
8795	Rhea pennata	134149982	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_084684.1	9220077	9227599	plus	7		
27697	Sardina pilchardus	134091732	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		9	NC_085002.1	24469533	24476985	minus	6		
29151	Osmerus eperlanus	134021028	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		1	NC_085018.1	13568711	13573370	plus	6		
13677	Scomber scombrus	133978064	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		3	NC_084972.1	21030976	21036246	plus	6		
8260	Platichthys flesus	133961757	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog|DJ-1 PfpI domain-containing protein		2	NC_084946.1	19301462	19306495	plus	6		
161455	Entelurus aequoreus	133643518	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		LG26	NC_084756.1	20566936	20582694	minus	6		
546530	Nerophis lumbriciformis	133605227	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		Un	NW_026906154.1	2610722	2635054	plus	6		
159077	Nerophis ophidion	133543706	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		LG02	NC_084612.1	64116282	64133401	minus	6		
129043	Cololabis saira	133449413	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		8	NC_084594.1	24974539	24980721	plus	6		
693459	Phycodurus eques	133408656	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		10	NC_084534.1	19018499	19026388	plus	7		
7753	Lethenteron reissneri	133352329	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		40	NC_083818.1	6412533	6428398	plus	6		
161592	Syngnathus typhle	133162637	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		LG11	NC_083748.1	4415884	4419543	plus	6		
82655	Conger conger	133110409	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		14	NC_083773.1	32261089	32266546	plus	6		
27606	Eubalaena glacialis	133087293	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_083718.1	189210393	189226551	minus	8		
27771	Limanda limanda	132999620	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		4	NC_083639.1	6338496	6345263	plus	6		
508554	Labrus mixtus	132978100	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		7	NC_083618.1	13648192	13652441	plus	6		
443677	Neoarius graeffei	132874067	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		26	NC_083594.1	2996252	3009085	minus	6		
175792	Tachysurus vachellii	132838312	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		22	NC_083481.1	1715457	1723050	minus	6		
170820	Hemiscyllium ocellatum	132833700	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		37	NC_083437.1	27952104	27974150	plus	6		
2962859	Anolis sagrei ordinatus	132764687	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026844811.1	5349304	5365991	minus	6		
80720	Gadus macrocephalus	132471052	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		13	NC_082394.1	14523403	14530563	plus	6		
79690	Hypanus sabinus	132382177	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		27	NC_082732.1	29172688	29191294	plus	6		
30427	Haemorhous mexicanus	132337837	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		23	NC_082363.1	4210465	4217957	minus	7		
217509	Carassius carassius	132126134	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		44	NC_081798.1	18731221	18739364	plus	6		
2857394	Ammospiza nelsoni	132082923	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_080654.1	3891633	3899128	plus	7		
184440	Centropristis striata	131968560	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		3	NC_081519.1	41183761	41189550	minus	6		
42410	Peromyscus eremicus	131904335	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		2	NC_081417.1	159543389	159561311	minus	7		
2857398	Ammospiza caudacuta	131567186	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_080614.1	6494342	6501866	minus	7		
369639	Onychostoma macrolepis	131549432	0	live	park7	G5714_011601	parkinson protein 7	Parkinson disease protein 7 homolog		11	NC_081165.1	8177445	8182746	minus	6		
77932	Diceros bicornis minor	131412769	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		13	NC_080752.1	27793800	27810202	plus	7		
337641	Hemibagrus wyckioides	131342220	0	live	park7	KOW79_017279	parkinson protein 7	Parkinson disease protein 7 homolog		LG21	NC_080730.1	2045659	2053648	minus	6		
499056	Ahaetulla prasina	131187180	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		18	NC_080556.1	1804944	1810897	plus	7		
161450	Doryrhamphus excisus	131105865	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		18	NC_080483.1	9108670	9115232	minus	6		
44398	Melospiza georgiana	131092513	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_080451.1	7456607	7464092	minus	7		
161448	Corythoichthys intestinalis	130922181	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		9	NC_080403.1	2593400	2624057	plus	7		
269649	Chionomys nivalis	130884283	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		11	NC_080096.1	5375480	5392018	plus	7		
175006	Malurus melanocephalus	130579086	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026623485.1	335092	340579	minus	6		
992332	Triplophysa rosa	130571286	0	live	park7	IRJ41_003660	parkinson protein 7	Parkinson disease protein 7 homolog|protein DJ-1		LG20	NC_079909.1	17988345	17994156	minus	6		
433684	Takifugu flavidus	130524996	0	live	park7	D4764_04G0005930	parkinson protein 7	Parkinson disease protein 7 homolog|Protein/nucleic acid deglycase DJ-1		4	NC_079523.1	8256926	8260376	minus	6		
460621	Euleptes europaea	130491345	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		19	NC_079330.1	15290902	15296502	plus	6		
1582913	Triplophysa dalaica	130409945	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		21	NC_079562.1	3211848	3216837	plus	6		
1142201	Danio aesculapii	130237553	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		11	NC_079445.1	42100277	42117111	plus	6		
2871759	Seriola aureovittata	130160939	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		2	NC_079365.1	18945336	18950737	plus	6		
345155	Falco biarmicus	130146463	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_079290.1	105272106	105281337	minus	7		
2546036	Lampris incognitus	130107408	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		2	NC_079212.1	145537721	145556173	plus	6		
3034132	Rhinichthys klamathensis goyatoka	130088496	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		Un	NW_026606657.1	555315	559874	plus	6		
7782	Leucoraja erinacea	129711588	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		30	NC_073406.1	7000015	7009835	plus	6		
3119969	Bubalus kerabau	129653096	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		5	NC_073628.1	100122089	100139000	minus	7		
75329	Misgurnus anguillicaudatus	129428022	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		21	NC_073357.1	4381073	4387872	plus	6		
188132	Poeciliopsis prolifica	129352382	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		Un	NW_026562378.1	17120437	17127404	plus	6		
161453	Dunckerocampus dactyliophorus	129186412	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		8	NC_072826.1	19407513	19415752	plus	6		
39638	Agelaius phoeniceus	129129744	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		23	NC_071696.1	4116433	4123823	plus	7		
1002788	Indicator indicator	128977448	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		32	NC_072041.1	108448	116033	minus	7		
270530	Synchiropus splendidus	128760780	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		6	NC_071339.1	14006690	14011317	minus	6		
8345	Bombina bombina	128637999	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		8	NC_069506.1	78281947	78298923	plus	6		
66913	Ictalurus furcatus	128625057	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		21	NC_071275.1	11159879	11165893	plus	6		
